reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A2RTXD5D1BJP58,B007WTAJTO,dfw_area,"[0, 0]","great value for money, works as advertised.  it is a sd card what else is there to say.  but this makes me write words",4.0,great,1360713600,2013-02-13,663,0,0
A38B5RIJZ8Z8K2,B007WTAJTO,DGator,"[0, 0]","Sandisc makes awesome products. If you have a digital camera/camcorder you should only use Sandisc Class 10 memory cards. They are reliable, tough and work flawlessly. Best value for your money!!!",5.0,Awesome truly the best card you can get.,1385424000,2013-11-26,377,0,0
AZZTOUKVTUMVM,B007WTAJTO,DGBradley,"[0, 0]","It's memory. It works in my phone. I can store files to it. The price was right. If you're looking for 32G, this will do just fine.",5.0,It's memory,1375747200,2013-06-08,548,0,0
A3Q61856TS4VPD,B007WTAJTO,D. Hamlett,"[0, 0]",This is a really great micro SD card! I purchased one for my Samung Tablet and another one for digital video.,5.0,I bought two of these!!,1361145600,2013-02-18,658,0,0
A3KZSIGJQPM3N8,B007WTAJTO,D,"[0, 0]",I mounted this in my S5 and it worked flawlessly from the start. Transfer speed are great using the S5's USB 3.0 capabilities.,5.0,S5 compatible,1401580800,2014-01-06,336,0,0
ALYDMXC5P4MUN,B007WTAJTO,D,"[0, 0]","Shipped as described, Was very easy to add to phone. Works perfect for pictures on my cell phone. Allows me to do more videos with no worries about memory.",5.0,Sandisk 16 GB,1358467200,2013-01-18,689,0,0
A13T04GG59EPKN,B007WTAJTO,D,"[0, 0]",Works great in my new S5 I love this things. Now I just need to work my phone better so I can use the 32gb more. Over all works great,5.0,Works great,1401062400,2014-05-26,196,0,0
A1THXEB6HIGSAD,B007WTAJTO,DH,"[0, 0]","Don't get ripped off buying the same card direct from GoPro, buy it here for less; then you can use the money you saved to buy an extra battery since the Hero 3 battery life sucks.I have a few of these in the Hero 3 Black Edition and it works great on all recording formats and speeds, even the highest resolution ones that require full use of the card's 10 MB/sec rating.  They're very fast to copy files off of into the computer as well.  I haven't benchmarked them because other reviews already have that information, but they're certainly much faster than the old class 4 cards I use for my Hero 2 cameras.I would recommend formatting upon arrival; I did have one initial issue with one of these which formatting resolved.  It's worked fine since, with numerous uses, so I think it was just a missed QC check at the factory.  It hasn't had the heat issue others have mentioned with regard to the few defective ones people have received and has worked flawlessly since so I'm not worried about it at this point.",5.0,Perfect for GoPro Hero 3 cameras,1362182400,2013-02-03,673,0,0
A1IXUM6Z4UI2AJ,B007WTAJTO,dhicke,"[0, 0]",I bought this card to extend the storage capability of my tablet. It holds hundreds of my short video files without having to use the tablet's built in memory. Transfer speed from my computer into the card is relatively fast. If someday I may need more storage in the tablet I can always buy another one of these cards.,5.0,Lots of storage,1361318400,2013-02-20,656,0,0
A14HYVWVLT8YVE,B007WTAJTO,D. Hines,"[0, 0]",Best deal I could find on fast microSD card.  Seems to work fine in our new Android tab.  Can't lose!,5.0,Most and Fastest Memory (for least $$$) for Android Tablet,1357257600,2013-04-01,616,0,0
A20KUS208DY4NU,B007WTAJTO,Diane R Case,"[0, 2]","yet, but I will be soon. New in case and I look forward to using it!  I don't know what else to say about it!",4.0,Haven't used it...,1369526400,2013-05-26,561,0,2
A20XRQVVZNXJIB,B007WTAJTO,Dice,"[0, 0]",I use this in my phone and transfer information back an forth from phone to laptop. Great for holding lots of items. Have no problems with it and will probably get another or larger size,5.0,workhorse,1377388800,2013-08-25,470,0,0
A3B42N6O9HBS4W,B007WTAJTO,Diddy,"[0, 0]","It does what its suppose to do.  I use it in my Samsung laptop, I never remove it so its never a problem.",4.0,Nice MicroSDXC,1404000000,2014-06-29,162,0,0
A1DQ2ZJ4V906KR,B007WTAJTO,DiegoCevEra,"[0, 0]",It Works excelent. I can see that is more fast than others. Very good performance. SanDisk demonstrate excelent products in this case.,5.0,Excelent memory,1362528000,2013-06-03,553,0,0
A1JCAT5T0OAI3W,B007WTAJTO,Die-go,"[0, 0]","Hello, the micro SD is perfect for my liquid image EGO camera HD, Very fast and great capacity! Excellent,  Recommended",5.0,Is perfect,1369180800,2013-05-22,565,0,0
A1OQ7NESY75BRI,B007WTAJTO,"D. Ifversen ""DaveI""","[0, 0]",Bought the Astak CM-7200...This memory card works great in that with no hesitation for the video..Great pice too..No problems. Thumbs up!!,5.0,Works fine in my Go-Pro knockoff...,1369785600,2013-05-29,558,0,0
A1EPC57BF58FO5,B007WTAJTO,DillonsPCRepair,"[0, 0]",Bought (3) 32GB micro memory cards for the kids tablets. The kids love the extra memory although they do need new tablets now.,5.0,SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card,1390262400,2014-01-21,321,0,0
AJB9TGSG4NMIA,B007WTAJTO,DinDada,"[0, 0]",I bought this for my 6yr old's Nabi tablet. Thing works perfectly allowing him to download music and games with ease. Loved the price and trust SanDisk products.,5.0,Good,1399507200,2014-08-05,125,0,0
A36F5SDD4JDXYJ,B007WTAJTO,dino,"[0, 0]",Received my card in a decent amount of time and it was packaged well . The memory card was crispy brand new and in perfect condition . After installing the card in my video camera it worked perfectly! Very good deal.,5.0,sandisk ultra 64 gb microSDXC class 10 memory card,1368835200,2013-05-18,569,0,0
A2955SRNZX4HXS,B007WTAJTO,"Dino ""Icefox07""","[0, 0]",Excellent storage and small!  Works well and does everything I need it to plus it came in at a good price.,5.0,Small but great,1357948800,2013-12-01,372,0,0
A39GSP2QUUFFQC,B007WTAJTO,dinub1,"[0, 0]","I ordered this when I saw excellent specs. I thought only the micro chip comes. I was very well surprised when after receiving the parcel found out that it contains also the SD adapter which makes this chip usable in computers,, laptops, etc. BTW Amazon price beats up the same chip found at Costco for about $5 less.Copied the content of the older 16 GB micro SD card onto the new one, swapped the chips and here I go... :)I am using several Sandisk memory chips including compact flash cards for my DSLR. Excellent brand, fast, reliable, does not lse data or have write/read errors. Perfect!",5.0,"Perfect, works well with Samsung Galaxy S4",1379376000,2013-09-17,447,0,0
A3LTB12JNZ5I5F,B007WTAJTO,Dion Dennis,"[0, 0]","I ran the Disk Utility function in Ubuntu Linux 12.04 LTS.  Minimum Read - 13.7, Maximum read 15.1, Average Read 14.9. That's more than acceptable, given the Class 10 designation.",5.0,"Less filling, tastes great.",1392854400,2014-02-20,291,0,0
A36VDWKHWGURGV,B007WTAJTO,diosa,"[0, 0]",Way less than anything I could get in a big box store. No issues with the card this far. Would buy again and again.,5.0,Great buy,1370995200,2013-12-06,367,0,0
A1BHZPN2HD8CXJ,B007WTAJTO,"Discoveror ""Mike""","[0, 0]","We can't beat Class 10 flash memory speeds, at least for now.  This unit works assuringly F A S T and reliably ... for a reasonable price, too.  I have no hesitation in recommending it ... or buying the SanDisk brand, again.",5.0,nice ... and Fast,1383264000,2013-01-11,696,0,0
A1KT8QQ74E3SVQ,B007WTAJTO,DiscoverYellow,"[0, 0]",I have an older generation SanDisk 32GB card I bough in 2011 and this one is a lot faster!The red stripe design also make it stand out visually very nicely. (I wished the included adapter would be painted in matching colors instead of plain generic black like all other memory cards and adapters.),5.0,Great quality and speed for the price.,1387411200,2013-12-19,354,0,0
A9O4SR0QFRDR4,B007WTAJTO,Dis Gruntled,"[0, 0]","The last card I got was bad, but at least this one is working properly.  SanDisk is the best brand.",4.0,At least it works,1379462400,2013-09-18,446,0,0
A20Q5GB8B37C5D,B007WTAJTO,distantdark,"[0, 0]",I really like this SD card. It's fast and it looks good. Great value too. What more can be said?,4.0,Fast storage,1390521600,2014-01-24,318,0,0
A25423ZOQYAV8G,B007WTAJTO,DivideBy0,"[0, 0]","Works well in my Galaxy Note II.  I've bought many Sandisk memory cards and never experienced a failure, even the 256MB SD card purchased for a Palm Pilot still works.",5.0,Capacious and fast,1376524800,2013-08-15,480,0,0
A1CRUD0QDDI2GC,B007WTAJTO,dixie579,"[0, 0]","It's a memory card.  It's tiny, it works. I need ten more words to post this review. That is all.",5.0,Works like I expected it would,1357862400,2013-11-01,402,0,0
A2OGHYF3EW3XQD,B007WTAJTO,D. Jacobsen,"[0, 0]",What can I say it is a sandisk (not a knock off) and it works great.  Never buy one that is faster than the max speed of your device or you will be throwing away money.  (or just call it future proofing it for your next device but who knows what we will be using then),5.0,Works great,1394928000,2014-03-16,267,0,0
A2RLLXRRIWNQOU,B007WTAJTO,Djeetah,"[0, 0]","No formatting issues here used this for my HTC one MAX and my daughters Galaxy S4 with no problems or crashing or data loss loaded up books, videos and music with tons of space left!",5.0,Great product great Price,1388448000,2013-12-31,342,0,0
AO31XGWXFHX90,B007WTAJTO,D. Jett,"[0, 0]",A lot of extra storage space with this card. Quality brand name. A bit pricey in my opinion. Great product overall though.,5.0,Great Product,1392940800,2014-02-21,290,0,0
ADN4X5YII1MAY,B007WTAJTO,djgump35,"[0, 0]","Love the large storage space, great when you get a less expensivettablet and make it better than an expensive one.",5.0,Great upgrade.,1397088000,2014-10-04,65,0,0
A2AJKOR3757UB2,B007WTAJTO,DJ,"[0, 0]",Works good.  What can I say about an SD card?  It stores my video files for my GoPro.  Nuff said,5.0,Bought for GoPro,1393459200,2014-02-27,284,0,0
A20SB0OO6KNUZR,B007WTAJTO,D. Johnson,"[0, 0]","I bought this card for my car's windshield mounted 1080P dash camera. When my cam arrived I just inserted a 16gb card that I had on hand. It is a 'type 6' and I didn't realize that it could degrade the cam's performance. After reading in an online forum that &#34;any video or photo application will benefit greatly from a 'type 10' memory card&#34;, I ordered the SanDisk 16gb Type 10 Micro SD card. Wow! what a difference! The stuttering video that I thought was just inherent to the camera itself is now gone. I believe the color rendition is better as well.This card was by far the best price of any supplier. It arrived quickly and solved a problem that I wasn't even sure I had.",5.0,'Type 10' is so much faster!,1363737600,2013-03-20,628,0,0
A1MCHVEDQG0EN2,B007WTAJTO,DJ Sterks,"[0, 0]",Great speeds and reliable so no complaints here! Has lasted a few months now in my smartphone which is longer than some other knockoff brands that I have received.,5.0,Reliable,1401840000,2014-04-06,246,0,0
A35C2IVVQR1HTK,B007WTAJTO,"DK ""Coach""","[0, 0]",Works great (more than I can say for the GoPro).  I do pull it out an put it into my computer using that little SD adapter.  Way quicker to pull 16 GB that way (I don't know why).,5.0,Used in GoPro Hero3 Black,1364083200,2013-03-24,624,0,0
A1BVU7F2T8EUKS,B007WTAJTO,DKDC,"[2, 4]","Spent over $50 and the thing came fast and didn't work.  Neither my computer nor my phone could read it or format it.  I have had plenty of memory cards, so I know to unmount it with software.  Odds are yours will be fine, mine sucked,",1.0,Maybe I was just unlucky,1347580800,2012-09-14,815,2,4
A1PPMK1TD68767,B007WTAJTO,D. Kent,"[0, 0]",I've heard horror stories about other models but this one is good and it really makes life easier and allows for plenty of storage.,5.0,fast and dependable,1396828800,2014-07-04,157,0,0
A1087PUKPJ3WVY,B007WTAJTO,"DKH ""dhom81""","[0, 0]","I had wanted to get the most I can out of my hero3, At the time I got my hero3 this was the recommended card, but there were many problems with people having issues with it. Since then Gopro has endorsed other card and from what I understand changed the firmware to prevent problems.... The problems is only with the 64gb version, from what I read the 32gb and lower versions are ok...",5.0,Works in my hero3....,1399161600,2014-04-05,247,0,0
A1QXIQ2Z2FN72P,B007WTAJTO,"D. Kronstadt ""kronhead""","[1, 1]","Only had it a few days, but so far it seems to work fine. One thing to be aware of - the adapter came with the little slider switch in Write Protect mode. I could not write on the memory card from my laptop because of that, and almost embarrassed myself by asking Sandisk for support - the I realized what the problem was. I give 10% of the blame to Sandisk since the slider has no visual indication at all. A little dab of white ink would gave helped. But mostly, it was me :-) Anyway, just be aware of this if you use the adapter.",5.0,"So far, so good",1395705600,2014-03-25,258,1,1
ASVQ12Z7KM4L3,B007WTAJTO,DKS,"[0, 0]","Sandisk is a very reputable company, and this class10 microsdhc card is quick.  I use it in my Galaxy S3 and it records video and photos without skipping a beat.",5.0,Good company good memory!,1375056000,2013-07-29,497,0,0
A2XSGOA8UZX7KW,B007WTAJTO,DK the DJ,"[0, 0]","Working perfectly so far, fit my ZEEPAD Android exactly & is running great.  I recommend this 32 GB Card for any Android or similar device needing additional recording space.",5.0,Very Good.,1357948800,2013-12-01,372,0,0
A14256EQ9AH41Z,B007WTAJTO,Dlaindy,"[0, 0]","Purchased to add to the memory for my Windows 8.1 tablet (Dell Venue Pro) and it works like a charm!  Also, I shopped aroundand it was the best price I found!",4.0,Good deal,1393372800,2014-02-26,285,0,0
A34VHS4MBPL1KK,B007WTAJTO,"DLDC ""DLD-C""","[1, 1]",Got this for my Galaxy Note. I didn't want pay triple the price in the ATT store so I bought here instead.,5.0,Got this for my Galaxy Note,1369958400,2013-05-31,556,1,1
A1L6JIEDXTTTDQ,B007WTAJTO,"DLH ""D""","[0, 0]",Works great with a Dell Venue 8 Pro.,5.0,Great MicroSD card,1404691200,2014-07-07,154,0,0
A1LIPN3QDM1W8D,B007WTAJTO,DLN,"[0, 0]",Haven't been using very long but so far it's working great,5.0,Happy with this product,1404259200,2014-02-07,304,0,0
A9CDS78S3J71G,B007WTAJTO,DLU,"[0, 0]","Cameras are getting smaller and smaller at the same time their resolution is getting better and better.  In order to take full advantage of your pixels, your files get larger and larger ultimately rendering small sized picture cards less handy.  Most cameras now let you take a mini-movie which also eats up space quite quickly.This SanDisk card gives you the ability to store considerably more information in a neat small footprint.  If you do want to go with this card make sure it is compatible with your equipment.  Not every camera takes every card so you have to do some due diligence.",5.0,Bigger And Better?,1385683200,2013-11-29,374,0,0
A1TTVTWP2PIZJ0,B007WTAJTO,D. L. Veator,"[0, 0]",This product provides me with a stable and compatible storage augmentation for my Android tablet.  A true asset to my needs,5.0,Maximum storage for my device,1361750400,2013-02-25,651,0,0
A2HCOYM1446VDL,B007WTAJTO,Dmesh,"[0, 0]","never used a micro sd card before, theyre a lot smaller than i thought, smaller than my finger nail. i wrote 150 songs to it from my laptop in about a minute. wrote a 750mb movie in under 3 minutes. glad i bought the class 10 card. the agptek 10"" tablet reads from it instantly with no loading. the mobilemate microsd/usb reader works well with it",5.0,writes and reads really fast...glad i bought a class 10 sd card,1359158400,2013-01-26,681,0,0
A23XVF23C7BHP0,B007WTAJTO,"D. M. Farmbrough ""Dave Farmbrough""","[0, 0]","A very cheap way of expanding memory on your 'phone. I have bought this because of the 8 mp camera on my 'phone, which means that memory gets used up quickly. This is also a good quality card. I usually find SanDisk products last at least a year before breaking, and even longer if you keep them in the device.",5.0,Very cheap and very big!,1380672000,2013-02-10,666,0,0
AG0C3END5OOX3,B007WTAJTO,"DMFN ""DMFN""","[1, 1]","I guess I should be happy it failed after only 1 month, because I only lost 1 month's worth of pictures etc.  I bought 3 of these cards for my wife, son and I.  My wife's had a minor glitch, which went away with a reboot.  Mine had a minor glitch this morning, so I expected the reboot to fix it.  No a reboot caused my Motorola Defy XT to tell me the card was blank and needed to be formatted.  My laptop won't even recognize the card when I put the card in it's reader.  After a couple hours of looking for a way to fix it, I have only found that this is very common for this specific card.EDIT: I was very happy with Sandisk after calling them.  They did say there are compatibility issues with CLASS 10 cards and some of the Android phones, and verified my phone is one of them.  They offered free replacement with a card that would be certain not to have the same issue mine just had, and also to attempt recovery of my items from the card.  These are the reasons we buy sandisk in the first place.  They did recommend a Class 4 or lower card to me for this phone.I am leaving this as a 1 star, because people should be aware of compatibility issues this severe.2nd Edit:  As of March 12, this replacement card, that wasn't going to ""be susceptible to the same type of failure"" is losing apps etc.  I am giving this card up.  It has taken my phone and turned it into a device I cannot count on.",1.0,Can I give it negative Stars? (worked well at first),1358899200,2013-01-23,684,1,1
A3FQ9WYUHG9CD,B007WTAJTO,"DMGenest | ""Genet""","[0, 0]","I purchased this Ultra MicroSDHC Class 10 card for my media player. I wanted to replace my 4GB cardwith this one so I could store more music. I like to have a wide range of music to pick from when I amon vacation or traveling on an airplane long distances. I think I may have bought too much.This card is advertised as water-proof, temperature proof, X-ray proof and shock proof. I will have totake their word for it. I am not going to test it.Just for fun I put the 16GB MicroSDHC disc (30MB/s Read Speed) into its provided adapter and used itin my cheapo cheapo Toshiba Camileo HD movie camera. Even at the Full High Definition resolution of1080p/30fps this disc performed very well. No stuttering, no missed frames and all this under low lightconditions. Nice. Very Nice. Those are big files at Full HD resolution. Read on...This card is 'USH-1' enabled which means it is the fastest card available (allegedly) and should reachup to a bus interface speed of 104 MB/s; if the electronic device you are using requires it. Of courseif your card reader or device does not support that speed you will be transferring data at your usualspeed. Sort of like saying it is backward compatible but don't expect blazing speeds. You can feeddata through only so fast.Transferring RAW photos and a Full HD digital film can take a lot of time to transfer. Those are hugefiles to transfer so the USH-I enabled disc is perfect for that purpose. They are working on USH-IIwhich is supposed to allow up to 300MB/s transfers. Talk about instant gratification, we are aboutthere.----------------------------------------------------------------------------------------------Here is a guide by the 'SD Association' with regard to Class ratings and video applications:> Class 2 for SD video recording> Class 4 and 6 for high-definition video (HD) to Full HD video recording,> Class 10 for Full HD video recording and consecutive recording of HD stills> UHS Speed Grade 1 for real-time broadcasts and large HD video files> UHS Speed Grade 3 for 4K video files-----------------------------------------------------------------------------------------------USH-I overkill for a media player? Probably, but for the price it was a terrific deal to get a Class 10USH-1 enabled card and have the flexibility to use it in a variety of my electronic devices. Hmm. Onsecond thought I may just keep this card for the movie camera and get another ""slower"" one for mymedia player.As usual I have had no problems with this card. Works well, in or out of the adapter, and seems verytough in it's construction. 5 stars for this little power house of a micro card.",5.0,High Speed Transfers:  Sandisk Ultra MicroSDHC Class 10 [UHS-I Enabled] Memory Card,1384128000,2013-11-11,392,0,0
A111WCUF5KA2I6,B007WTAJTO,DM,"[0, 0]","Works as expected and it was fast, I am hoping this survived being attached to the item it was bought for as it has met its end flying into a concrete wall - the android tablet it was attached to was suicidal oh well - would recommend to anyone - have fun..",5.0,C10 Micro,1379203200,2013-09-15,449,0,0
A1JQM8VTA9JJB8,B007WTAJTO,Dmitry,"[0, 0]","Atto Speed rating 2.7MB/sec write and 2.8MB/sec read.That barely makes it class 2, not class 10 as advertised.This is second time I have to return a slow card, I hope negative reviews will help bring attention to the widespread problem.",1.0,Defective / slow card,1379721600,2013-09-21,443,0,0
A2HDNC32IICQXZ,B007WTAJTO,DMK,"[0, 0]","In conjunction with the Meenova adapter and nexus media importer I make use of this for extra storage of media files (music, audiobooks and movies) for my two Nexus models. I removed it from the package, copied a video file from my laptop and played it on my Nexus without any problems or delay.",5.0,Bought for my Nexus 7 (2012 and 2013),1388102400,2013-12-27,346,0,0
A2C0UWBRXFXYT0,B007WTAJTO,dml,"[0, 0]",Arrived on time and was exactly as stated.  A good value for the amount of storage.  Will be filling it up with music.,5.0,SanDisk,1354924800,2012-08-12,848,0,0
A3AGQAXTX6VRJ3,B007WTAJTO,"D M Pax ""Kahuna""","[0, 0]","Sandisk* is simply one of the best SDHC & MicroSDHC memory card manufacturer's that I have used for a number of years.I have experienced Zero failures, and they are reusable over and over.Also their adapters are quite handy to carry when traveling or at the studio.*Would like to see SDHC cards in the 1 to 5 Terabtye in the near future.",4.0,"4.5 Stars! High-Performanace, reliablity and value!",1385251200,2013-11-24,379,0,0
A1OT0VHCUEK5P,B007WTAJTO,Dmtri,"[0, 0]",Works just fine. Thia card being so big will slow down your phone a little bit but works fine for me,5.0,Good stuff,1377820800,2013-08-30,465,0,0
A3DEMGNZ9ZCNTL,B007WTAJTO,DNA Dave,"[0, 0]",Love this card. Wanted one but the retail prices were just too much. Found it here at a fair price and have been using it ever since the first day it arrived. Great buy if you need this one.,5.0,Love this card.,1386892800,2013-12-13,360,0,0
AD8SW8J7Z58QS,B007WTAJTO,D. nguyen,"[0, 0]","this is the SDXC, so, it also required new reader that can read SDXC if you want to read in the computerMost laptop since 2012 support this model; however, the older laptops SD slot cannot read this cardIt is safe to buy a SDXC USB reader",4.0,It works on a Samsung GS4,1380672000,2013-02-10,666,0,0
A3EPT8ENSU0TU,B007WTAJTO,DN,"[0, 0]","The card seemed to work well in most devices that I tried it in, but in a Samsung Galaxy S4 it would continue to unmount and mount over & over on the phone - a known issue on the Galaxy S4 forums due to a possibly bad batch of them.  I tried to reformat the card in the phone and from a PC computer, but that didn't help.  Finally I just called SanDisk and they had to RMA the card, which took about 2 weeks from start to finish when I had the new card in my hand.  The new 64 GB card from SanDisk looks slightly different, but still has gray & red on it.  However, it now works great in the Galaxy S4 and hasn't had any unmounting issues now for the past 3 weeks.Good card for pretty much everything else, except in the new Samsung Galaxy S4 phones.",3.0,"It worked for the most part, but SanDisk had to RMA it",1376524800,2013-08-15,480,0,0
A1R3DWBD8VUH1U,B007WTAJTO,DNM1000,"[0, 0]",Worked like it is suppose to on my Galaxy S3.  With this memory card now I have over 72 GB of storage!,5.0,Extra memory for Galaxy s3,1356393600,2012-12-25,713,0,0
A21ONV8X896YWX,B007WTAJTO,D. Noonan,"[0, 0]",I bought this microSD card to expand the storage on my Surface Pro - it works seamlessly and is easy to swap out - definitely a worthwhile purchase.,5.0,A great option to expand Surface memory,1378857600,2013-11-09,394,0,0
A15ML85W54A2AH,B007WTAJTO,Do42,"[0, 0]",Fast card with the highest capacity you can currently buy in a microSD format. It's probably the fastest microSD of this size also.,5.0,Great card,1356220800,2012-12-23,715,0,0
A3VYV2P559POR2,B007WTAJTO,Doc_Adkins,"[0, 0]","Works in devices that say 32 gig max...Put one in my Casio 14.1 Mega PixelCamera and it says I can take 12,800pictures...",5.0,Great Memory,1357689600,2013-09-01,463,0,0
A2JL7PJ0ZJJBWE,B007WTAJTO,Doctor_G,"[0, 0]",This memory card works well will my GoPro. It records the video without any stuttering and sputtering. I recommend this and will buy more.,5.0,Works with my GoPro,1391990400,2014-10-02,67,0,0
A35KBAQ4VBNQ6L,B007WTAJTO,DodgeD,"[0, 0]",This is good item it works well on my Phone and I intend to buy more later. So I highly recommend this type.,5.0,Superfine Memory,1368403200,2013-05-13,574,0,0
A3NC23XFJMQGW7,B007WTAJTO,dog,"[0, 1]",Bought this Micro Memory Card for my smart phone so I could take long videos on phone it working ok,5.0,Micro Card,1401408000,2014-05-30,192,0,1
A1NV1ZQBL92WQM,B007WTAJTO,DogLovingFool,"[0, 0]","Holds stuff, and if you need anything further for a review then I am sorry. If you dont know that this is a memory card and hold stuff then I would recommend checking out something by Fisher Price.",5.0,Holds stuff,1368057600,2013-09-05,459,0,0
A6WJQ1C01N36K,B007WTAJTO,Dog Mom,"[0, 0]",My granddaughter's phone was slowing down. She had a 2gb memory card in it and no room for any more photos. She transferred all 499 photos to this 32gb card and has room for many more. Love making her happy!,5.0,Granddaughter LOVES it,1401408000,2014-05-30,192,0,0
A2IAFNZQNKSOSG,B007WTAJTO,"Doitallbetter ""Build it  better""","[0, 0]",My young kids all filled their tablets with games and needed some space.  These worked just fine.  I like SanDisk.  I would buy stock in their company but I am not a gambling man.  Good ratings on the transfer speed too might I add with it being a class 10.,5.0,Working just fine for tablets for kids. Holds enough games.,1401753600,2014-03-06,277,0,0
AFQ2MD770O9JM,B007WTAJTO,Doitrightstein,"[0, 0]",Most people know that Sandisk is the best. Price is more than competitive for the performance. Works fine in my LG phone.,5.0,Still the best,1382918400,2013-10-28,406,0,0
A2Y4HPQD4Z3KU,B007WTAJTO,dom,"[0, 0]",perfect price for the 16gb and class 10. I used these in my raspberry PI's they seem to be very fast access and not bogged down.,5.0,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter,1379894400,2013-09-23,441,0,0
A3H4IFEF50WJF6,B007WTAJTO,Dominic A. Reina,"[0, 1]",I bought this for my Galaxy S4.  You need to reformat it to Fat32 32kb cluster size to fully take advantage of it in the phone but once you do it works great.  I copied everything from my iPod (about 40GB) to it and now I can stop carrying 2 devices around.,5.0,Goodbye iPod!,1376265600,2013-12-08,365,0,1
ABFBFXOBHGAGJ,B007WTAJTO,Dominic Conner,"[0, 0]","My wife's new Galaxy S3 ran out of storage space as we were moving her music library to the phone. Ordered two of these, one for her phone and one for mine. Installed them in a couple of minutes, and they were immediately recognized by the phone. It couldn't have been easier!",5.0,Works like a charm!,1349308800,2012-04-10,972,0,0
A2B38WJFTN6MRB,B007WTAJTO,"Donald A. Morgan ""Canonkid1966""","[0, 0]","this company is as about as good as amazon. They offer a great product, great customer service at a fair price. They just work well together, Dont sweat it just buy it, its a no brain er.",5.0,what else is there?,1403308800,2014-06-21,170,0,0
A39I8IJIQRIT02,B007WTAJTO,"Donald A. P. Bergler ""dbergler""","[1, 2]","I bought 4 of these units (yes, at Amazon):  SanDisk Ultra 32 GB microSDHC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-032G-U46A for 3 Samsung Galaxy SIII and one Samsung Note 2, and found that one in the SGIII has stopped working. I tried everything, in a computer, in different adapters - dead is dead. Since the other three are used by non-techno people, I am not sure if they are still working or not.When I contacted SanDisk, they gave me test instructions, which of course all failed the tests. To return, I have to pay for shipping that MUST BE tracked. This will cost around $20 for a $26 item. I ignored this, and shipped with a regular mail. I should not expect anything back, but who knows.For $6 more I have another unit, and I can tell you it will not be a SanDisk Ultra. Oh, well, the average price for the 3 remaining units will then be $34 (33% more than the purchase price).If I get a replacement, I will update this message.Update:I got an e-mail from SanDisk to advise me that they did receive the item and it is being processed. Shipping without tracking cost me $0.65 vs. $20. At least I have to give their customer service (or return department?) credit for being honest. Too bad the memory cards have problems, as SanDisk had an excellent name for providing good quality products. Maybe I should give this another 1/2 star, but there no such thing.",2.0,"SandDisk Ultra 32 GB, dead after 4 months. Update!",1368316800,2013-12-05,368,1,2
A23DOEAC6QFLS,B007WTAJTO,Donald E. Banka,"[1, 1]",I have never had a San Disk failure in 5 different camera's I use from GoPro's to a Canon 60D.  That are great memory cards.,5.0,San Disk Micro Class 10,1356739200,2012-12-29,709,1,1
A8ZIS2SS22TQ4,B007WTAJTO,Donald Holmes,"[0, 0]",Does exactly what it's designed to do.  I'm looking forward to transferring it from the phone to my new camera on an as-needed basis.,5.0,SanDisk Ultra 64 GB Memory Card,1357344000,2013-05-01,586,0,0
A1EUN5LJWP9QPL,B007WTAJTO,Donald Key,"[0, 0]","It is as advertised, is in my Tab at the moment and have it about 75% full with no problems!",5.0,Works Great!,1394496000,2014-11-03,35,0,0
A1OWO663G3OHTB,B007WTAJTO,Donald Simms,"[0, 0]",Love it in my new Samsung Galaxy S5 phone.,5.0,Five Stars,1404691200,2014-07-07,154,0,0
A36STJM6X4RMEP,B007WTAJTO,don bovitz,"[0, 0]",THESE MICRO CARDS ARE OF THE HIGHEST QUALITY AND YOU CANT BEAT THE PRICE!!!!!!!!! IVE LOOKED AT ALL THE STORES AND NOONE BEATS THIS PRICE,5.0,GREAT PRICE HIGH QUALITY,1375920000,2013-08-08,487,0,0
A14LNAM90F2A54,B007WTAJTO,Don Cook,"[0, 0]",Works great in my GoPro3 camera. No dropped frames so far.Arrived on time. Good price. Would recommend this item.,5.0,As advertised,1361836800,2013-02-26,650,0,0
A2P1ZALAC93BHH,B007WTAJTO,"Don ""Don Eitner""","[0, 0]","It's hard to believe they can cram 32gigs of memory into a device this tiny and also get good speed out of file transfers to and from it.  It's a good thing it comes with an adapter for larger size devices--I recommend keeping it in that adapter at all times unless it's inside something like a cell phone which only takes the MicroSD size.  It's way too easy to lose something this small.  I hate the industry's mad rush to make everything smaller and smaller with no regard to usability.  Anyway, the memory card is great outside of that, and since my phone does take MicroSD, I just keep it plugged in at all times and don't have to worry about it.",5.0,"Great capacity, good speed",1359590400,2013-01-31,676,0,0
A18YNOGKAVBWFK,B007WTAJTO,Doneta Moore,"[0, 0]",It does what it is made to do. It is hard to believe so much memory can be stored in such a small chip.,5.0,happy,1361232000,2013-02-19,657,0,0
A1NKU5GVGTG5YT,B007WTAJTO,Donna Behm,"[0, 0]","I'm using this in a GPS system.  I've found that they eventually run out of space and can no longer be updated until you insert a micro SD card, so I got it ahead of time in order to avoid that moment of panic when it arrives.",5.0,Good quality and price,1386288000,2013-06-12,544,0,0
